Date_BCE_CE,Civilization,Political_System_Type,Governance_Structure,Power_Source,Succession_Method,Administrative_System,Military_Organization,Legal_System,Taxation_System,Diplomatic_Relations,Monarchy_Socialism_Stage,Cycle_Alignment,Transition_Mechanism
1591,Songhai_Empire,Moroccan_Conquest,Colonial_Administration,Foreign_Authority,Foreign_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_13_Colonial_Administration,20_50_160_250_500,Foreign_Military_Conquest
1100,Mossi_Kingdoms,Mossi_Chieftains,Traditional_Monarchy,Traditional_Authority,Traditional_Succession,Traditional_Administration,Traditional_Army,Traditional_Law,Traditional_Taxation,Traditional_Diplomacy,Stage_14_Traditional_Monarchy,20_50_160_250_500,Traditional_Political_Consolidation
1400,Mossi_Kingdoms,Naaba_Monarchy,Centralized_Monarchy,Royal_Authority,Royal_Succession,Royal_Administration,Royal_Army,Royal_Law,Royal_Taxation,Royal_Diplomacy,Stage_15_Centralized_Monarchy,20_50_160_250_500,Royal_Political_Centralization
1896,Mossi_Kingdoms,French_Colonization,Colonial_Administration,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_16_Colonial_Administration,20_50_160_250_500,Colonial_Political_Conquest
700,Kanem_Bornu_Empire,Kanuri_Chieftains,Tribal_Monarchy,Tribal_Authority,Tribal_Succession,Tribal_Administration,Tribal_Army,Tribal_Law,Tribal_Taxation,Tribal_Diplomacy,Stage_17_Tribal_Monarchy,20_50_160_250_500,Tribal_Political_Organization
1085,Kanem_Bornu_Empire,Islamic_Sultanate,Religious_Monarchy,Religious_Authority,Religious_Succession,Religious_Administration,Religious_Army,Religious_Law,Religious_Taxation,Religious_Diplomacy,Stage_18_Religious_Monarchy,20_50_160_250_500,Religious_Political_Conversion
1600,Kanem_Bornu_Empire,Declining_Sultanate,Weakened_Monarchy,Weakened_Authority,Contested_Succession,Weakened_Administration,Weakened_Army,Weakened_Law,Reduced_Taxation,Weakened_Diplomacy,Stage_19_Monarchical_Decline,20_50_160_250_500,Political_Economic_Decline
1000,Hausa_City_States,City_State_Rulers,Urban_Monarchy,Urban_Authority,Urban_Succession,Urban_Administration,Urban_Army,Urban_Law,Urban_Taxation,Urban_Diplomacy,Stage_20_Urban_Monarchy,20_50_160_250_500,Urban_Political_Organization
1804,Hausa_City_States,Fulani_Emirate_System,Theocratic_Emirates,Religious_Authority,Religious_Succession,Theocratic_Administration,Religious_Army,Religious_Law,Religious_Taxation,Religious_Diplomacy,Stage_21_Theocratic_Emirates,20_50_160_250_500,Religious_Revolutionary_Conquest
1903,Hausa_City_States,British_Colonization,Colonial_Administration,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_22_Colonial_Administration,20_50_160_250_500,Colonial_Political_Integration
1100,Yoruba_City_States,Oba_Monarchy,Divine_City_States,Divine_Authority,Divine_Succession,Divine_Administration,Divine_Army,Divine_Law,Divine_Taxation,Divine_Diplomacy,Stage_23_Divine_City_States,20_50_160_250_500,Divine_Political_Organization
1600,Yoruba_City_States,Confederated_Monarchy,Imperial_Confederation,Imperial_Authority,Imperial_Succession,Imperial_Administration,Imperial_Army,Imperial_Law,Imperial_Taxation,Imperial_Diplomacy,Stage_24_Imperial_Confederation,20_50_160_250_500,Imperial_Political_Confederation
1900,Yoruba_City_States,Colonial_Administration,Colonial_Government,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_25_Colonial_Government,20_50_160_250_500,Colonial_Political_Integration
1180,Benin_Empire,Edo_Monarchy,Divine_Monarchy,Divine_Authority,Divine_Succession,Divine_Administration,Divine_Army,Divine_Law,Divine_Taxation,Divine_Diplomacy,Stage_26_Divine_Monarchy,20_50_160_250_500,Divine_Political_Legitimation
1500,Benin_Empire,Trade_Monarchy,Commercial_Monarchy,Commercial_Authority,Commercial_Succession,Commercial_Administration,Commercial_Army,Commercial_Law,Commercial_Taxation,Commercial_Diplomacy,Stage_27_Commercial_Monarchy,20_50_160_250_500,Commercial_Political_Integration
1897,Benin_Empire,British_Conquest,Colonial_Administration,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_28_Colonial_Administration,20_50_160_250_500,Colonial_Military_Conquest
1670,Ashanti_Empire,Akan_Chieftains,Confederated_Chieftains,Confederated_Authority,Confederated_Succession,Confederated_Administration,Confederated_Army,Confederated_Law,Confederated_Taxation,Confederated_Diplomacy,Stage_29_Confederated_Chieftains,20_50_160_250_500,Confederated_Political_Organization
1700,Ashanti_Empire,Golden_Stool_Monarchy,Sacred_Monarchy,Sacred_Authority,Sacred_Succession,Sacred_Administration,Sacred_Army,Sacred_Law,Sacred_Taxation,Sacred_Diplomacy,Stage_30_Sacred_Monarchy,20_50_160_250_500,Sacred_Political_Legitimation
1902,Ashanti_Empire,British_Colonization,Colonial_Administration,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_31_Colonial_Administration,20_50_160_250_500,Colonial_Political_Conquest
1600,Dahomey_Kingdom,Fon_Monarchy,Absolute_Monarchy,Absolute_Authority,Absolute_Succession,Absolute_Administration,Absolute_Army,Absolute_Law,Absolute_Taxation,Absolute_Diplomacy,Stage_32_Absolute_Monarchy,20_50_160_250_500,Absolute_Political_Centralization
1750,Dahomey_Kingdom,Slave_Trade_Monarchy,Commercial_Monarchy,Commercial_Authority,Commercial_Succession,Commercial_Administration,Commercial_Army,Commercial_Law,Commercial_Taxation,Commercial_Diplomacy,Stage_33_Commercial_Monarchy,20_50_160_250_500,Commercial_Political_Adaptation
1904,Dahomey_Kingdom,French_Colonization,Colonial_Administration,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_34_Colonial_Administration,20_50_160_250_500,Colonial_Political_Conquest
1300,Oyo_Empire,Yoruba_Monarchy,Imperial_Monarchy,Imperial_Authority,Imperial_Succession,Imperial_Administration,Imperial_Army,Imperial_Law,Imperial_Taxation,Imperial_Diplomacy,Stage_35_Imperial_Monarchy,20_50_160_250_500,Imperial_Political_Expansion
1650,Oyo_Empire,Alafin_Empire,Centralized_Empire,Centralized_Authority,Centralized_Succession,Centralized_Administration,Centralized_Army,Centralized_Law,Centralized_Taxation,Centralized_Diplomacy,Stage_36_Centralized_Empire,20_50_160_250_500,Centralized_Political_Peak
1896,Oyo_Empire,Colonial_Fragmentation,Fragmented_Administration,Fragmented_Authority,Fragmented_Succession,Fragmented_Administration,Fragmented_Army,Fragmented_Law,Fragmented_Taxation,Fragmented_Relations,Stage_37_Political_Fragmentation,20_50_160_250_500,Colonial_Political_Fragmentation
1804,Fulani_Jihad_States,Fulani_Scholars,Revolutionary_Movement,Revolutionary_Authority,Revolutionary_Leadership,Revolutionary_Organization,Revolutionary_Army,Revolutionary_Law,Revolutionary_Taxation,Revolutionary_Diplomacy,Stage_38_Revolutionary_Movement,20_50_160_250_500,Religious_Revolutionary_Movement
1820,Fulani_Jihad_States,Islamic_Caliphate,Theocratic_State,Theocratic_Authority,Theocratic_Succession,Theocratic_Administration,Theocratic_Army,Theocratic_Law,Theocratic_Taxation,Theocratic_Diplomacy,Stage_39_Theocratic_State,20_50_160_250_500,Theocratic_Political_Consolidation
1903,Fulani_Jihad_States,British_Colonization,Colonial_Administration,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_40_Colonial_Administration,20_50_160_250_500,Colonial_Political_Integration
1895,French_West_Africa,Colonial_Administration,Federal_Colony,Colonial_Authority,Colonial_Appointment,Colonial_Administration,Colonial_Army,Colonial_Law,Colonial_Taxation,Colonial_Relations,Stage_41_Federal_Colony,20_50_160_250_500,Colonial_Political_Systematization
1946,French_West_Africa,French_Union,Semi_Autonomous_Federation,Semi_Autonomous_Authority,Semi_Autonomous_Appointment,Semi_Autonomous_Administration,Semi_Autonomous_Forces,Semi_Autonomous_Law,Semi_Autonomous_Taxation,Semi_Autonomous_Relations,Stage_42_Semi_Autonomous_Federation,20_50_160_250_500,Semi_Autonomous_Political_Transition
1960,French_West_Africa,Independence_Movements,Liberation_Movements,Liberation_Authority,Liberation_Leadership,Liberation_Organization,Liberation_Forces,Liberation_Law,Liberation_Taxation,Liberation_Diplomacy,Stage_43_Liberation_Movements,20_50_160_250_500,Independence_Political_Revolution
1957,Independent_West_African_States,Independence_Movements,National_Liberation,National_Authority,National_Leadership,National_Administration,National_Army,National_Law,National_Taxation,National_Diplomacy,Stage_44_National_Liberation,20_50_160_250_500,National_Independence_Revolution
1970,Independent_West_African_States,One_Party_States,Socialist_Republics,Socialist_Authority,Party_Leadership,Socialist_Administration,People_Army,Socialist_Law,Socialist_Taxation,Socialist_Diplomacy,Stage_45_Socialist_Republics,20_50_160_250_500,Socialist_Political_Revolution
1990,Independent_West_African_States,Democratic_Transitions,Multi_Party_Democracy,Democratic_Authority,Democratic_Elections,Democratic_Administration,National_Army,Democratic_Law,Democratic_Taxation,Democratic_Diplomacy,Stage_46_Multi_Party_Democracy,20_50_160_250_500,Democratic_Political_Transition

