Date_BCE_CE,Civilization,Astronomical_Event_Type,Specific_Event,Civilizational_Transition,Religious_Impact,Political_Impact,Cycle_Correlation,Artificial_Engineering_Evidence,Observation_Method,Cultural_Interpretation,Predictive_Accuracy
1500,Mali_Empire,Mars_Opposition,Mars_Close_Approach,Empire_Decline,War_God_Activation,Military_Conflict,20_50_160_250_500,Mars_decline_coordination,Planetary_Observation,War_God_Displeasure,Decline_Timing
1464,Songhai_Empire,Venus_Transit,Venus_Solar_Transit,Sonni_Dynasty_Rise,Divine_Authority,Royal_Legitimacy,20_50_160_250_500,Transit_rise_coordination,Transit_Observation,Divine_Royal_Sign,Rise_Timing
1493,Songhai_Empire,Solar_Eclipse,Annular_Solar_Eclipse,Askia_Revolution,Islamic_Revolution,Theocratic_Authority,20_50_160_250_500,Eclipse_revolution_coordination,Eclipse_Observation,Divine_Revolutionary_Sign,Revolution_Timing
1550,Songhai_Empire,Lunar_Eclipse,Total_Lunar_Eclipse,Timbuktu_Scholarly_Peak,Educational_Peak,Scholarly_Authority,20_50_160_250_500,Eclipse_peak_coordination,Eclipse_Observation,Divine_Educational_Blessing,Peak_Timing
1591,Songhai_Empire,Comet_Appearance,Halley_Comet,Moroccan_Conquest,Religious_Conquest,Political_Collapse,20_50_160_250_500,Comet_conquest_coordination,Comet_Observation,Divine_Conquest_Sign,Conquest_Timing
1100,Mossi_Kingdoms,Solar_Event,Solar_Maximum,Kingdom_Foundation,Solar_Worship,Royal_Authority,20_50_160_250_500,Solar_foundation_coordination,Solar_Observation,Solar_Royal_Authority,Foundation_Timing
1400,Mossi_Kingdoms,Lunar_Eclipse,Partial_Lunar_Eclipse,Centralization_Peak,Lunar_Ceremonies,Centralized_Authority,20_50_160_250_500,Eclipse_centralization_coordination,Eclipse_Observation,Divine_Centralization_Sign,Centralization_Timing
1850,Mossi_Kingdoms,Solar_Eclipse,Total_Solar_Eclipse,Colonial_Pressure,Religious_Crisis,Political_Crisis,20_50_160_250_500,Eclipse_crisis_coordination,Eclipse_Observation,Divine_Crisis_Warning,Crisis_Timing
700,Kanem_Bornu_Empire,Stellar_Alignment,Sirius_Heliacal_Rising,Empire_Foundation,Stellar_Worship,Divine_Kingship,20_50_160_250_500,Stellar_foundation_coordination,Stellar_Observation,Divine_Stellar_Authority,Foundation_Timing
1085,Kanem_Bornu_Empire,Lunar_Eclipse,Total_Lunar_Eclipse,Islamic_Conversion,Islamic_Conversion,Religious_Authority,20_50_160_250_500,Eclipse_conversion_coordination,Eclipse_Observation,Divine_Conversion_Sign,Conversion_Timing
1600,Kanem_Bornu_Empire,Comet_Appearance,Great_Comet,Empire_Decline,Religious_Decline,Political_Decline,20_50_160_250_500,Comet_decline_coordination,Comet_Observation,Divine_Decline_Sign,Decline_Timing
1000,Hausa_City_States,Venus_Conjunction,Venus_Mars_Conjunction,City_State_Formation,Urban_Deities,Urban_Authority,20_50_160_250_500,Conjunction_formation_coordination,Planetary_Observation,Divine_Urban_Authority,Formation_Timing
1350,Hausa_City_States,Solar_Eclipse,Partial_Solar_Eclipse,Islamic_Conversion,Islamic_Conversion,Religious_Integration,20_50_160_250_500,Eclipse_conversion_coordination,Eclipse_Observation,Divine_Conversion_Sign,Conversion_Timing
1804,Hausa_City_States,Lunar_Eclipse,Total_Lunar_Eclipse,Fulani_Jihad,Islamic_Revolution,Political_Revolution,20_50_160_250_500,Eclipse_jihad_coordination,Eclipse_Observation,Divine_Jihad_Sign,Jihad_Timing
1100,Yoruba_City_States,Thunder_Storm,Seasonal_Thunder_Storms,Shango_Cult_Development,Shango_Worship,Divine_Authority,20_50_160_250_500,Storm_cult_coordination,Storm_Observation,Shango_Divine_Authority,Cult_Timing
1600,Yoruba_City_States,Solar_Eclipse,Annular_Solar_Eclipse,Oyo_Empire_Peak,Imperial_Authority,Political_Dominance,20_50_160_250_500,Eclipse_peak_coordination,Eclipse_Observation,Divine_Imperial_Sign,Peak_Timing
1850,Yoruba_City_States,Comet_Appearance,Bright_Comet,Colonial_Pressure,Religious_Crisis,Political_Crisis,20_50_160_250_500,Comet_crisis_coordination,Comet_Observation,Divine_Crisis_Warning,Crisis_Timing
1180,Benin_Empire,Lunar_Eclipse,Total_Lunar_Eclipse,Empire_Foundation,Ancestor_Worship,Divine_Oba_Authority,20_50_160_250_500,Eclipse_foundation_coordination,Eclipse_Observation,Divine_Foundation_Sign,Foundation_Timing
1485,Benin_Empire,Solar_Eclipse,Partial_Solar_Eclipse,Portuguese_Contact,Religious_Contact,Trade_Integration,20_50_160_250_500,Eclipse_contact_coordination,Eclipse_Observation,Divine_Contact_Sign,Contact_Timing
1897,Benin_Empire,Comet_Appearance,Great_Comet,British_Conquest,Religious_Destruction,Political_Conquest,20_50_160_250_500,Comet_conquest_coordination,Comet_Observation,Divine_Conquest_Sign,Conquest_Timing
1670,Ashanti_Empire,Venus_Transit,Venus_Solar_Transit,Golden_Stool_Sanctification,Sacred_Authority,Divine_Monarchy,20_50_160_250_500,Transit_sanctification_coordination,Transit_Observation,Divine_Sacred_Authority,Sanctification_Timing
1750,Ashanti_Empire,Lunar_Eclipse,Total_Lunar_Eclipse,European_Trade_Peak,Commercial_Blessing,Trade_Dominance,20_50_160_250_500,Eclipse_peak_coordination,Eclipse_Observation,Divine_Trade_Blessing,Peak_Timing
1902,Ashanti_Empire,Solar_Eclipse,Total_Solar_Eclipse,British_Conquest,Religious_Conquest,Political_Conquest,20_50_160_250_500,Eclipse_conquest_coordination,Eclipse_Observation,Divine_Conquest_Sign,Conquest_Timing
1600,Dahomey_Kingdom,Lunar_Eclipse,Partial_Lunar_Eclipse,Kingdom_Foundation,Vodun_Authority,Royal_Authority,20_50_160_250_500,Eclipse_foundation_coordination,Eclipse_Observation,Divine_Foundation_Sign,Foundation_Timing
1750,Dahomey_Kingdom,Solar_Eclipse,Annular_Solar_Eclipse,Slave_Trade_Peak,Commercial_Blessing,Economic_Dominance,20_50_160_250_500,Eclipse_peak_coordination,Eclipse_Observation,Divine_Trade_Blessing,Peak_Timing
1904,Dahomey_Kingdom,Comet_Appearance,Bright_Comet,French_Conquest,Religious_Conquest,Political_Conquest,20_50_160_250_500,Comet_conquest_coordination,Comet_Observation,Divine_Conquest_Sign,Conquest_Timing
1300,Oyo_Empire,Thunder_Storm,Seasonal_Thunder_Storms,Empire_Foundation,Shango_Imperial_Cult,Imperial_Authority,20_50_160_250_500,Storm_foundation_coordination,Storm_Observation,Shango_Imperial_Authority,Foundation_Timing
1650,Oyo_Empire,Solar_Eclipse,Total_Solar_Eclipse,Imperial_Peak,Imperial_Authority,Political_Dominance,20_50_160_250_500,Eclipse_peak_coordination,Eclipse_Observation,Divine_Imperial_Sign,Peak_Timing
1850,Oyo_Empire,Lunar_Eclipse,Total_Lunar_Eclipse,Empire_Fragmentation,Religious_Crisis,Political_Fragmentation,20_50_160_250_500,Eclipse_fragmentation_coordination,Eclipse_Observation,Divine_Fragmentation_Sign,Fragmentation_Timing
1804,Fulani_Jihad_States,Comet_Appearance,Great_Comet,Usman_dan_Fodio_Jihad,Islamic_Revolution,Political_Revolution,20_50_160_250_500,Comet_jihad_coordination,Comet_Observation,Divine_Jihad_Sign,Jihad_Timing
1820,Fulani_Jihad_States,Lunar_Eclipse,Total_Lunar_Eclipse,Caliphate_Consolidation,Islamic_Authority,Theocratic_Authority,20_50_160_250_500,Eclipse_consolidation_coordination,Eclipse_Observation,Divine_Consolidation_Sign,Consolidation_Timing
1903,Fulani_Jihad_States,Solar_Eclipse,Partial_Solar_Eclipse,British_Conquest,Religious_Conquest,Political_Conquest,20_50_160_250_500,Eclipse_conquest_coordination,Eclipse_Observation,Divine_Conquest_Sign,Conquest_Timing
1895,French_West_Africa,Solar_Eclipse,Total_Solar_Eclipse,Colonial_Consolidation,Christian_Mission_Expansion,Colonial_Authority,20_50_160_250_500,Eclipse_consolidation_coordination,Eclipse_Observation,Divine_Colonial_Sign,Consolidation_Timing
1919,French_West_Africa,Comet_Appearance,Great_Comet,Post_War_Reorganization,Mission_Education_Expansion,Administrative_Reorganization,20_50_160_250_500,Comet_reorganization_coordination,Comet_Observation,Divine_Reorganization_Sign,Reorganization_Timing
1950,French_West_Africa,Lunar_Eclipse,Total_Lunar_Eclipse,Independence_Movements,Religious_Nationalism,Political_Nationalism,20_50_160_250_500,Eclipse_independence_coordination,Eclipse_Observation,Divine_Independence_Sign,Independence_Timing
1957,Independent_West_African_States,Solar_Eclipse,Annular_Solar_Eclipse,Ghana_Independence,African_Christianity,National_Independence,20_50_160_250_500,Eclipse_independence_coordination,Eclipse_Observation,Divine_Independence_Sign,Independence_Timing
1980,Independent_West_African_States,Comet_Appearance,Bright_Comet,Pentecostal_Revival,Religious_Revival,Economic_Revival,20_50_160_250_500,Comet_revival_coordination,Comet_Observation,Divine_Revival_Sign,Revival_Timing
2000,Independent_West_African_States,Solar_Eclipse,Total_Solar_Eclipse,Democratic_Transitions,Religious_Democracy,Political_Democracy,20_50_160_250_500,Eclipse_democracy_coordination,Eclipse_Observation,Divine_Democracy_Sign,Democracy_Timing

