Name,Latitude,Longitude,VAR_SOLAR_WIND,VAR_MAGNETIC_FIELD,VAR_COSMIC_RAYS,VAR_IONOSPHERIC,VAR_GEOMAGNETIC,VAR_SOLAR_FLARES,VAR_CORONAL_MASS,VAR_SCHUMANN,VAR_ATMOSPHERIC,VAR_MAGNETOSPHERE,VAR_PLASMA_DENSITY,VAR_ELECTROMAGNETIC,Earth_D1_SURFACE_SEISMIC,Earth_D2_CRUSTAL_STRESS,Earth_D3_MANTLE_UPPER,Earth_D4_MANTLE_LOWER,Earth_D5_CORE_OUTER,Earth_D6_CORE_INNER,Tetrahedral_Base_Angle,Tetrahedral_Optimized_Angle,RGB_Focus_Factor,CMYK_Focus_Factor,Convergence_Factor,Solar_Angle,Firmament_Height_km,Refraction_Factor,EM_Coupling,Sun_Ray_Intensity,Earthquake_Max_Prob,Earthquake_Avg_Prob,Volcanic_Max_Prob,Volcanic_Avg_Prob
STAR_GATE_13,43.5101402,16.4412058,396.79741124135955,69920.679016674,3.2,17.465765315555554,2.936668518700308,102.67133015870178,0.8,7.83,1013.25,0,5.0,3.7757166669003963,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355570240101805,0.5049306079057062,0.498760713534459,0.5018456607200826,35.97888173618736,85,0.9995721865298961,0.9495935772034012,34.165315011644275,95,95.0,95,95.0
STAR_GATE_14,43.5102004,16.4398687,396.7973181101762,69920.69784904049,3.2,17.465759964444445,2.9366693096597007,102.6713060610081,0.8,7.83,1013.25,0,5.0,3.775717683848187,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.35541285880065,0.5049297334595392,0.4987575058570468,0.5018436196582929,35.97882153618738,85,0.9995721860616784,0.9495935767585945,34.16525783010732,95,95.0,95,95.0
STAR_GATE_15,43.5104728,16.4398643,396.7968966993068,69920.78306393477,3.2,17.46573575111111,2.9366728886852607,102.67119702094563,0.8,7.83,1013.25,0,5.0,3.775722285452478,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355405876109227,0.5049294583800977,0.4987570518921589,0.5018432551361283,35.97854913618737,85,0.999572183943011,0.9495935747458604,34.16499908840175,95,95.0,95,95.0
STAR_GATE_16,43.5106125,16.4400047,396.7966805792684,69920.82676628692,3.2,17.465723333333333,2.936674724184051,102.67114109988569,0.8,7.83,1013.25,0,5.0,3.775724645379494,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.35541893367817,0.5049294041786453,0.4987571508453791,0.5018432775120122,35.97840943618736,85,0.9995721828564414,0.9495935737136193,34.16486639304096,95,95.0,95,95.0
STAR_GATE_17,43.5108058,16.4409465,396.7963815384422,69920.88723632753,3.2,17.46570615111111,2.9366772639257563,102.6710637230719,0.8,7.83,1013.25,0,5.0,3.775727910761687,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355524189265154,0.5049297844011965,0.4987590262650529,0.5018444053331247,35.97821613618738,85,0.9995721813529629,0.9495935722853147,34.16468278521533,95,95.0,95,95.0
STAR_GATE_18,43.5108937,16.4407389,396.79624555453825,69920.91473408525,3.2,17.465698337777777,2.936678418831581,102.67102853723677,0.8,7.83,1013.25,0,5.0,3.7757293956406044,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.35549788828671,0.5049295700801775,0.4987584002732474,0.5018439851767125,35.97812823618738,85,0.9995721806692749,0.9495935716358112,34.164599292572404,95,95.0,95,95.0
STAR_GATE_19,43.5103238,16.437122,396.7971272067207,69920.73645226352,3.2,17.465748995555554,2.9366709309950685,102.67125666473896,0.8,7.83,1013.25,0,5.0,3.775719768422231,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355089569583086,0.5049279374199592,0.498750916995357,0.5018394272076581,35.97869813618736,85,0.9995721851019045,0.9495935758468093,34.16514061745509,95,95.0,95,95.0
STAR_GATE_20,43.5105324,16.4383726,396.7968044963412,69920.80170860325,3.2,17.465730453333332,2.936673671761337,102.67117316342829,0.8,7.83,1013.25,0,5.0,3.7757232922645763,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355230477345973,0.5049284903890555,0.49875348563542576,0.5018409880122406,35.97848953618737,85,0.9995721834794504,0.9495935743054779,34.164942476780396,95,95.0,95,95.0
STAR_GATE_21,43.510644,16.4380304,396.7966318478353,69920.83662043218,3.2,17.465720533333332,2.936675138058152,102.67112849062735,0.8,7.83,1013.25,0,5.0,3.7757251775033382,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355187914499645,0.5049281704018517,0.49875250800033943,0.5018403392010955,35.97837793618738,85,0.9995721826114369,0.949593573480865,34.16483647246928,95,95.0,95,95.0
STAR_GATE_22,43.5107325,16.4377283,396.79649493571355,69920.86430588792,3.2,17.465712666666665,2.936676300847293,102.67109306461587,0.8,7.83,1013.25,0,5.0,3.775726672517948,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.3551505773051,0.504927897934118,0.4987516612525717,0.5018397795933448,35.97828943618736,85,0.999572181923089,0.9495935728269346,34.16475240991071,95,95.0,95,95.0
STAR_GATE_23,43.5108634,16.43728,396.79629242953587,69920.90525533601,3.2,17.465701031111113,2.9366780207241128,102.67104066614239,0.8,7.83,1013.25,0,5.0,3.775728883788145,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.3550951810748,0.5049274940360681,0.4987504054216577,0.5018389497288629,35.97815853618737,85,0.9995721809049491,0.9495935718597016,34.164628073312784,95,95.0,95,95.0
STAR_GATE_24,43.510311,16.4371776,396.7971470086999,69920.7324480394,3.2,17.465750133333334,2.9366707628176556,102.67126178850108,0.8,7.83,1013.25,0,5.0,3.7757195521941287,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.35509635844227,0.5049279840782849,0.4987510671527314,0.5018395256155082,35.978710936187376,85,0.9995721852014601,0.949593575941387,34.16515277565566,95,95.0,95,95.0
STAR_GATE_25,43.510797,16.4373363,396.79639515230286,69920.88448342345,3.2,17.465706933333333,2.9366771483037852,102.67106724565835,0.8,7.83,1013.25,0,5.0,3.775727762104867,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.35510332472832,0.5049275947206718,0.4987506445240167,0.5018391196223443,35.978224936187374,85,0.9995721814214092,0.9495935723503387,34.1646911439782,95,95.0,95,95.0
STAR_GATE_26,43.510688,16.4377114,396.7965637785318,69920.85038495254,3.2,17.465716622222224,2.9366757161680073,102.67111087769509,0.8,7.83,1013.25,0,5.0,3.7757259207874383,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355149663148413,0.5049279321426439,0.4987516944406605,0.5018398132916522,35.97833393618737,85,0.999572182269208,0.9495935731557476,34.16479467865486,95,95.0,95,95.0
STAR_GATE_27,43.5102345,16.4382898,396.797265356466,69920.70851654377,3.2,17.465756933333335,2.936669757694839,102.67129241098557,0.8,7.83,1013.25,0,5.0,3.7757182598933645,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355227895522045,0.5049287378668982,0.498753778352662,0.5018412581097801,35.97878743618738,85,0.999572185796458,0.9495935765066351,34.165225439901164,95,95.0,95,95.0
STAR_GATE_28,43.510611,16.4380104,396.7966828998128,69920.8262970419,3.2,17.465723466666667,2.9366747044757604,102.67114170032656,0.8,7.83,1013.25,0,5.0,3.7757246200402634,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355186365620863,0.5049281912225895,0.4987525152448892,0.5018403532337393,35.97841093618737,85,0.9995721828681082,0.9495935737247028,34.1648678178301,95,95.0,95,95.0
STAR_GATE_29,43.510511,16.4383324,396.7968376027752,69920.79501404107,3.2,17.465732355555556,2.9366733905897253,102.67118172971807,0.8,7.83,1013.25,0,5.0,3.7757229307582185,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355226296933502,0.5049284873087324,0.4987534270051325,0.5018409571569324,35.97851093618737,85,0.999572183645897,0.949593574463602,34.164962803771964,95,95.0,95,95.0
STAR_GATE_30,43.5099538,16.4406654,396.7976996076814,69920.62070516044,3.2,17.465781884444446,2.9366660696167393,102.67140477348755,0.8,7.83,1013.25,0,5.0,3.7757135180786645,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.35551163779665,0.5049304652212956,0.49875976039469666,0.5018451128079962,35.97906813618737,85,0.9995721879796495,0.9495935785806671,34.16549206543982,95,95.0,95,95.0
STAR_GATE_31,43.5102202,16.4400906,396.7972874789897,69920.70404307466,3.2,17.465758204444445,2.936669569809136,102.67129813518856,0.8,7.83,1013.25,0,5.0,3.7757180183260317,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355438269668248,0.5049298487886588,0.49875798966338375,0.5018439192260212,35.97880173618737,85,0.9995721859076795,0.9495935766122955,34.16523902289083,95,95.0,95,95.0
STAR_GATE_32,43.5101443,16.4405622,396.7974048985381,69920.68029927704,3.2,17.46576495111111,2.9366685725696358,102.67132851749673,0.8,7.83,1013.25,0,5.0,3.7757167361609603,8.940456403667957,8.331479122813215,7.141267819554184,5.587785252292473,4.0,2.6473288486245163,54.74,30.355495076932915,0.504930211876176,0.4987592100737355,0.5018447109749558,35.97887763618738,85,0.9995721864980075,0.9495935771731071,34.165311117220675,95,95.0,95,95.0
